Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_Media_Ens,TMIN_Media_Ens,TMEDIA_Media_Ens,Prec_Media_Ens,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-09-25,20.100,8.600,0.200,14.792,20.112,8.518,14.779,0.704,19.700,20.100,20.500,8.000,8.600,9.000,14.304,14.792,15.196,0.000,0.200,1.800,19.608,1.961,1.961,0.000,12.792,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-09-25T21:56:35+00:00
2026-09-26,17.300,5.300,0.000,10.529,17.080,5.316,10.531,0.220,15.800,17.300,18.200,4.800,5.300,5.800,9.987,10.529,11.088,0.000,0.000,0.600,5.882,0.000,0.000,0.000,8.529,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-09-25T21:56:35+00:00
2026-09-27,16.200,6.000,0.600,10.617,16.355,6.000,10.634,3.253,14.300,16.200,18.800,4.900,6.000,7.000,9.612,10.617,12.017,0.000,0.600,6.000,39.216,11.765,9.804,3.922,8.617,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-09-25T21:56:35+00:00
2026-09-28,17.100,9.300,1.900,12.692,17.020,9.237,12.669,4.263,14.200,17.100,20.200,8.300,9.300,10.100,11.579,12.692,13.721,0.300,1.900,8.100,66.667,23.529,9.804,1.961,10.692,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-09-25T21:56:35+00:00
2026-09-29,13.000,9.300,14.500,11.300,13.604,9.131,11.367,18.116,11.700,13.000,16.800,7.800,9.300,10.500,10.537,11.300,12.362,0.300,14.500,41.800,86.275,72.549,58.824,21.569,9.300,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-09-25T21:56:35+00:00
2026-09-30,13.700,7.400,0.000,10.237,13.947,7.451,10.384,0.827,11.900,13.700,16.200,5.900,7.400,8.800,9.429,10.237,11.475,0.000,0.000,2.600,19.608,3.922,0.000,0.000,8.237,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-09-25T21:56:35+00:00
2026-10-01,14.300,6.000,0.600,10.017,15.020,6.025,10.417,1.998,11.500,14.300,20.000,4.400,6.000,7.400,8.513,10.017,13.096,0.000,0.600,3.600,41.176,9.804,3.922,1.961,8.017,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-58.250,126.000,2026-09-25T21:56:35+00:00
